;"    Rechtsmedizin";"0,13";"0,12";"0,12";"0,12";"0,12";"0,14";"0,13";"0,13";"0,15";"0,15";"0,14";"0,14";"0,14";"0,15";"0,17";"0,17";"0,18";"0,18";"0,18";"0,18";"0,18";"0,18";
;"    Strahlentherapie";"0,30";"0,48";"0,54";"0,60";"0,63";"0,66";"0,70";"0,74";"0,75";"0,74";"0,71";"0,70";"0,73";"0,73";"0,73";"0,73";"0,72";"0,73";"0,73";"0,76";"0,80";"0,81";
;"    Transfusionsmedizin";"0,11";"0,30";"0,32";"0,35";"0,36";"0,40";"0,40";"0,41";"0,40";"0,41";"0,40";"0,38";"0,38";"0,37";"0,38";"0,39";"0,39";"0,41";"0,40";"0,41";"0,39";"0,39";
;"    Urologie";"1,64";"1,86";"1,91";"1,99";"2,07";"2,13";"2,20";"2,27";"2,29";"2,33";"2,38";"2,43";"2,48";"2,55";"2,69";"2,74";"2,85";"2,91";"2,97";"3,03";"3,05";"3,12";
;"    Sonstige Gebiete";"0,16";"0,08";"0,08";"0,09";"0,08";"0,06";"0,06";"0,06";"0,06";"0,05";"0,05";"0,05";"0,04";"0,04";"0,04";"0,04";"0,04";"0,03";"0,04";"0,03";"0,03";"0,02";
;"    Ohne Gebiet";"90,42";"83,46";"83,12";"82,98";"83,39";"82,93";"82,62";"81,73";"79,55";"80,58";"82,16";"84,95";"87,52";"91,13";"96,28";"97,91";"102,45";"105,81";"103,93";"105,86";"107,21";"108,32";
"       In Behörden/Körperschaften u. a.";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"13,11";"12,75";"12,46";"12,11";"12,45";"12,50";"12,36";"12,54";"11,92";"12,01";"11,88";"11,90";"11,67";"11,85";"11,91";"11,92";"11,95";"12,02";"11,81";"11,80";"11,83";"12,07";
;"    Allgemeinmedizin";"1,33";"1,47";"1,48";"1,44";"1,50";"1,58";"1,61";"1,68";"1,78";"1,72";"1,65";"1,60";"1,55";"1,57";"1,58";"1,59";"1,58";"1,58";"1,50";"1,48";"1,48";"1,47";
;"    Anästhesiologie";"0,24";"0,23";"0,22";"0,23";"0,26";"0,26";"0,27";"0,29";"0,29";"0,30";"0,32";"0,32";"0,32";"0,35";"0,36";"0,38";"0,41";"0,45";"0,47";"0,49";"0,50";"0,54";
;"    Anatomie";"0,02";"0,03";"0,03";"0,03";"0,02";"0,03";"0,03";"0,03";"0,02";"0,02";"0,02";"0,02";"0,02";"0,01";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";
;"    Arbeitsmedizin";"0,68";"0,65";"0,64";"0,58";"0,58";"0,58";"0,56";"0,57";"0,51";"0,49";"0,51";"0,49";"0,46";"0,47";"0,48";"0,48";"0,47";"0,47";"0,46";"0,45";"0,44";"0,45";
;"    Augenheilkunde";"0,03";"0,04";"0,03";"0,04";"0,05";"0,04";"0,04";"0,04";"0,05";"0,05";"0,05";"0,04";"0,04";"0,05";"0,04";"0,05";"0,05";"0,05";"0,05";"0,05";"0,05";"0,06";
;"    Biochemie";"0,03";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,00";"0,01";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";
;"    Chirurgie";"0,60";"0,68";"0,67";"0,63";"0,65";"0,66";"0,69";"0,70";"0,68";"0,74";"0,73";"0,75";"0,75";"0,75";"0,75";"0,73";"0,74";"0,74";"0,73";"0,73";"0,75";"0,77";
;"    Frauenheilkunde und Geburtshilfe";"0,10";"0,10";"0,10";"0,11";"0,12";"0,12";"0,13";"0,14";"0,13";"0,13";"0,13";"0,13";"0,13";"0,14";"0,15";"0,16";"0,17";"0,17";"0,18";"0,19";"0,21";"0,21";
;"    Hals-Nasen-Ohrenheilkunde";"0,08";"0,08";"0,08";"0,08";"0,08";"0,08";"0,08";"0,08";"0,08";"0,08";"0,08";"0,09";"0,08";"0,09";"0,09";"0,09";"0,10";"0,10";"0,10";"0,09";"0,10";"0,11";
;"    Haut- und Geschlechtskrankheiten";"0,09";"0,09";"0,08";"0,09";"0,09";"0,09";"0,09";"0,10";"0,09";"0,10";"0,10";"0,10";"0,10";"0,11";"0,12";"0,12";"0,12";"0,11";"0,11";"0,12";"0,12";"0,13";
;"    Humangenetik";"0,01";"0,01";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,02";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";
;"    Hygiene und Umweltmedizin";"0,17";"0,14";"0,13";"0,13";"0,14";"0,14";"0,13";"0,12";"0,11";"0,10";"0,10";"0,10";"0,09";"0,09";"0,08";"0,09";"0,08";"0,07";"0,07";"0,07";"0,07";"0,06";
;"    Innere Medizin";"1,37";"1,38";"1,35";"1,28";"1,32";"1,34";"1,31";"1,31";"1,23";"1,24";"1,21";"1,24";"1,19";"1,17";"1,18";"1,19";"1,20";"1,18";"1,14";"1,12";"1,09";"1,09";
;"    Kinder- und Jugendmedizin";"0,74";"0,70";"0,69";"0,67";"0,72";"0,71";"0,68";"0,66";"0,59";"0,58";"0,56";"0,59";"0,58";"0,57";"0,61";"0,63";"0,64";"0,65";"0,63";"0,65";"0,65";"0,67";
;"    Kinder- und Jugendpsychiatrie und -psychotherapie";"0,05";"0,06";"0,06";"0,06";"0,06";"0,06";"0,06";"0,07";"0,06";"0,05";"0,05";"0,06";"0,05";"0,05";"0,06";"0,06";"0,06";"0,06";"0,07";"0,07";"0,07";"0,08";
;"    Laboratoriumsmedizin";"0,06";"0,04";"0,04";"0,04";"0,04";"0,04";"0,04";"0,03";"0,03";"0,03";"0,03";"0,03";"0,03";"0,03";"0,03";"0,03";"0,03";"0,03";"0,04";"0,03";"0,03";"0,03";
;"    Mikrobiologie, Virologie, Infektionsepidemiologie";"0,12";"0,10";"0,09";"0,09";"0,09";"0,09";"0,10";"0,10";"0,09";"0,09";"0,08";"0,09";"0,09";"0,08";"0,09";"0,08";"0,09";"0,09";"0,09";"0,08";"0,08";"0,08";
;"    Mund-Kiefer-Gesichtschirurgie";"0,01";"0,01";"0,01";"0,01";"0,02";"0,01";"0,02";"0,02";"0,02";"0,02";"0,02";"0,03";"0,02";"0,03";"0,03";"0,02";"0,02";"0,03";"0,02";"0,02";"0,02";"0,03";
;"    Nervenheilkunde";"0,36";"0,33";"0,31";"0,29";"0,28";"0,28";"0,27";"0,25";"0,22";"0,21";"0,20";"0,21";"0,18";"0,17";"0,16";"0,16";"0,15";"0,14";"0,12";"0,11";"0,10";"0,09";
;"    Neurochirurgie";"0,01";"0,01";"0,01";"0,01";"0,02";"0,02";"0,01";"0,02";"0,02";"0,02";"0,02";"0,03";"0,03";"0,03";"0,03";"0,03";"0,03";"0,03";"0,03";"0,04";"0,04";"0,04";
;"    Neurologie";"0,04";"0,04";"0,05";"0,04";"0,04";"0,05";"0,05";"0,07";"0,08";"0,09";"0,08";"0,08";"0,09";"0,09";"0,10";"0,10";"0,11";"0,12";"0,12";"0,13";"0,14";"0,16";
;"    Nuklearmedizin";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";
;"    Öffentliches Gesundheitswesen";"0,92";"1,12";"1,12";"1,11";"1,13";"1,14";"1,11";"1,11";"1,02";"1,00";"0,99";"0,96";"0,91";"0,90";"0,89";"0,89";"0,87";"0,86";"0,80";"0,78";"0,75";"0,73";
;"    Pathologie";"0,07";"0,05";"0,05";"0,04";"0,04";"0,05";"0,05";"0,04";"0,03";"0,03";"0,02";"0,02";"0,02";"0,02";"0,02";"0,01";"0,02";"0,02";"0,02";"0,02";"0,02";"0,03";
;"    Pharmakologie";"0,10";"0,08";"0,08";"0,08";"0,08";"0,08";"0,08";"0,08";"0,07";"0,07";"0,06";"0,06";"0,06";"0,05";"0,06";"0,05";"0,05";"0,05";"0,05";"0,05";"0,05";"0,05";
;"    Physikalische und Rehabilitative Medizin";"0,03";"0,05";"0,05";"0,06";"0,06";"0,07";"0,07";"0,07";"0,06";"0,06";"0,06";"0,06";"0,06";"0,06";"0,06";"0,06";"0,06";"0,06";"0,07";"0,06";"0,07";"0,07";
;"    Physiologie";"0,04";"0,03";"0,03";"0,03";"0,03";"0,03";"0,03";"0,03";"0,02";"0,02";"0,01";"0,02";"0,01";"0,01";"0,01";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";
;"    Psychiatrie und Psychotherapie";"0,16";"0,21";"0,23";"0,26";"0,30";"0,33";"0,37";"0,37";"0,37";"0,39";"0,40";"0,42";"0,42";"0,43";"0,44";"0,47";"0,48";"0,49";"0,49";"0,49";"0,50";"0,53";
;"    Psychosomatische Medizin und Psychotherapie";"0,00";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,03";"0,03";"0,03";"0,03";"0,02";"0,03";"0,03";"0,04";"0,03";"0,03";"0,03";"0,04";
;"    Radiologie";"0,11";"0,12";"0,12";"0,11";"0,11";"0,11";"0,10";"0,10";"0,10";"0,10";"0,09";"0,10";"0,10";"0,10";"0,10";"0,10";"0,11";"0,11";"0,11";"0,11";"0,11";"0,11";
;"    Rechtsmedizin";"0,06";"0,05";"0,05";"0,05";"0,05";"0,05";"0,05";"0,05";"0,04";"0,04";"0,04";"0,04";"0,04";"0,04";"0,04";"0,04";"0,04";"0,04";"0,04";"0,04";"0,04";"0,04";
;"    Strahlentherapie";"0,00";"0,00";"0,00";"";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,02";"0,02";"0,02";
;"    Transfusionsmedizin";"0,03";"0,02";"0,02";"0,02";"0,02";"0,02";"0,03";"0,03";"0,02";"0,02";"0,02";"0,02";"0,02";"0,03";"0,03";"0,03";"0,03";"0,03";"0,03";"0,03";"0,03";"0,02";
;"    Urologie";"0,05";"0,05";"0,05";"0,05";"0,06";"0,05";"0,05";"0,06";"0,06";"0,06";"0,06";"0,07";"0,08";"0,08";"0,08";"0,08";"0,08";"0,08";"0,09";"0,09";"0,10";"0,10";
;"    Sonstige Gebiete";"0,19";"0,13";"0,13";"0,12";"0,11";"0,11";"0,10";"0,09";"0,07";"0,06";"0,06";"0,05";"0,05";"0,04";"0,04";"0,04";"0,04";"0,03";"0,03";"0,03";"0,03";"0,02";
;"    Ohne Gebiet";"5,18";"4,57";"4,39";"4,26";"4,30";"4,20";"4,08";"4,16";"3,91";"4,05";"4,04";"4,03";"4,05";"4,14";"4,10";"4,03";"4,04";"4,06";"4,03";"4,05";"4,08";"4,16";
"       In sonstigen Bereichen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"15,69";"19,64";"21,28";"20,36";"18,60";"18,87";"19,43";"19,84";"19,95";"20,55";"20,63";"21,71";"22,69";"23,02";"24,65";"25,10";"25,58";"26,12";"26,62";"27,24";"27,16";"28,05";
;"    Allgemeinmedizin";"1,16";"1,58";"1,78";"1,78";"1,64";"1,72";"1,87";"1,92";"2,16";"2,15";"2,12";"2,19";"2,34";"2,37";"2,57";"2,65";"2,70";"2,76";"2,89";"2,99";"2,87";"3,02";
;"    Anästhesiologie";"0,33";"0,44";"0,45";"0,44";"0,47";"0,51";"0,56";"0,59";"0,58";"0,64";"0,75";"0,93";"1,08";"1,25";"1,43";"1,49";"1,54";"1,53";"1,55";"1,58";"1,67";"1,78";
;"    Anatomie";"0,01";"0,03";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,03";
;"    Arbeitsmedizin";"1,58";"2,03";"2,08";"2,02";"2,04";"2,06";"2,06";"2,08";"2,14";"2,15";"2,13";"2,15";"2,18";"2,22";"2,26";"2,29";"2,38";"2,47";"2,52";"2,58";"2,64";"2,74";
;"    Augenheilkunde";"0,11";"0,14";"0,16";"0,15";"0,14";"0,16";"0,18";"0,18";"0,19";"0,20";"0,20";"0,21";"0,24";"0,24";"0,28";"0,28";"0,29";"0,29";"0,30";"0,31";"0,29";"0,31";
;"    Biochemie";"0,02";"0,03";"0,04";"0,03";"0,03";"0,03";"0,03";"0,03";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";
;"    Chirurgie";"0,56";"0,74";"0,82";"0,87";"0,85";"0,91";"0,95";"1,03";"1,06";"1,14";"1,21";"1,35";"1,44";"1,52";"1,71";"1,79";"1,84";"1,96";"2,09";"2,18";"2,14";"2,27";
;"    Frauenheilkunde und Geburtshilfe";"0,20";"0,33";"0,40";"0,39";"0,38";"0,40";"0,44";"0,47";"0,51";"0,57";"0,60";"0,66";"0,68";"0,70";"0,78";"0,77";"0,77";"0,77";"0,78";"0,79";"0,77";"0,79";
;"    Hals-Nasen-Ohrenheilkunde";"0,10";"0,12";"0,12";"0,13";"0,12";"0,11";"0,12";"0,13";"0,12";"0,13";"0,15";"0,16";"0,17";"0,22";"0,23";"0,23";"0,25";"0,27";"0,28";"0,29";"0,29";"0,30";
;"    Haut- und Geschlechtskrankheiten";"0,11";"0,16";"0,19";"0,20";"0,18";"0,21";"0,23";"0,24";"0,24";"0,27";"0,25";"0,29";"0,31";"0,30";"0,32";"0,33";"0,31";"0,34";"0,35";"0,37";"0,34";"0,33";
;"    Humangenetik";"0,01";"0,03";"0,03";"0,02";"0,02";"0,02";"0,02";"0,02";"0,03";"0,03";"0,02";"0,02";"0,03";"0,03";"0,03";"0,03";"0,03";"0,03";"0,03";"0,03";"0,03";"0,03";
;"    Hygiene und Umweltmedizin";"0,08";"0,08";"0,08";"0,08";"0,07";"0,07";"0,07";"0,06";"0,05";"0,05";"0,05";"0,04";"0,05";"0,05";"0,06";"0,05";"0,04";"0,05";"0,05";"0,05";"0,06";"0,06";
;"    Innere Medizin";"1,29";"1,54";"1,67";"1,64";"1,59";"1,64";"1,74";"1,80";"1,85";"1,92";"1,95";"2,06";"2,13";"2,24";"2,44";"2,55";"2,66";"2,70";"2,83";"2,91";"2,88";"3,03";
;"    Kinder- und Jugendmedizin";"0,48";"0,57";"0,62";"0,57";"0,48";"0,51";"0,53";"0,56";"0,60";"0,64";"0,63";"0,63";"0,69";"0,72";"0,79";"0,81";"0,81";"0,83";"0,84";"0,85";"0,87";"0,90";
;"    Kinder- und Jugendpsychiatrie und -psychotherapie";"0,02";"0,03";"0,03";"0,03";"0,02";"0,02";"0,03";"0,03";"0,04";"0,04";"0,04";"0,04";"0,05";"0,05";"0,05";"0,06";"0,07";"0,07";"0,07";"0,08";"0,08";"0,09";
;"    Laboratoriumsmedizin";"0,07";"0,09";"0,10";"0,08";"0,06";"0,07";"0,07";"0,08";"0,09";"0,11";"0,10";"0,10";"0,11";"0,11";"0,12";"0,12";"0,11";"0,11";"0,10";"0,10";"0,08";"0,08";
;"    Mikrobiologie, Virologie, Infektionsepidemiologie";"0,09";"0,11";"0,11";"0,11";"0,09";"0,09";"0,10";"0,11";"0,09";"0,09";"0,08";"0,08";"0,08";"0,08";"0,09";"0,09";"0,08";"0,09";"0,10";"0,10";"0,10";"0,11";
;"    Mund-Kiefer-Gesichtschirurgie";"0,02";"0,02";"0,03";"0,02";"0,02";"0,02";"0,02";"0,02";"0,01";"0,02";"0,02";"0,02";"0,02";"0,03";"0,03";"0,03";"0,03";"0,04";"0,04";"0,05";"0,05";"0,05";
;"    Nervenheilkunde";"0,25";"0,26";"0,26";"0,26";"0,24";"0,23";"0,23";"0,23";"0,25";"0,26";"0,26";"0,26";"0,28";"0,28";"0,29";"0,28";"0,29";"0,31";"0,35";"0,36";"0,36";"0,37";
;"    Neurochirurgie";"0,01";"0,01";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,03";"0,03";"0,04";"0,03";"0,04";"0,04";"0,04";"0,04";"0,05";"0,05";"0,05";"0,06";"0,06";
;"    Neurologie";"0,05";"0,08";"0,10";"0,11";"0,10";"0,10";"0,11";"0,13";"0,12";"0,14";"0,17";"0,19";"0,19";"0,20";"0,25";"0,27";"0,28";"0,29";"0,30";"0,32";"0,34";"0,35";
;"    Nuklearmedizin";"0,02";"0,02";"0,03";"0,03";"0,02";"0,03";"0,03";"0,03";"0,04";"0,05";"0,05";"0,05";"0,05";"0,05";"0,05";"0,05";"0,04";"0,05";"0,04";"0,04";"0,04";"0,05";
;"    Öffentliches Gesundheitswesen";"0,13";"0,12";"0,11";"0,10";"0,05";"0,06";"0,07";"0,06";"0,10";"0,11";"0,10";"0,09";"0,10";"0,10";"0,11";"0,10";"0,10";"0,11";"0,12";"0,12";"0,12";"0,13";
;"    Pathologie";"0,11";"0,13";"0,12";"0,12";"0,09";"0,11";"0,11";"0,12";"0,10";"0,10";"0,10";"0,10";"0,11";"0,11";"0,12";"0,11";"0,12";"0,12";"0,13";"0,12";"0,13";"0,12";
;"    Pharmakologie";"0,27";"0,28";"0,28";"0,24";"0,23";"0,24";"0,24";"0,26";"0,26";"0,27";"0,26";"0,27";"0,27";"0,27";"0,27";"0,27";"0,27";"0,28";"0,27";"0,25";"0,25";"0,23";
;"    Physikalische und Rehabilitative Medizin";"0,02";"0,06";"0,07";"0,07";"0,07";"0,07";"0,08";"0,09";"0,11";"0,12";"0,12";"0,12";"0,13";"0,13";"0,15";"0,16";"0,17";"0,17";"0,18";"0,18";"0,18";"0,19";
;"    Physiologie";"0,02";"0,04";"0,03";"0,03";"0,03";"0,02";"0,02";"0,03";"0,03";"0,03";"0,03";"0,03";"0,03";"0,03";"0,03";"0,03";"0,03";"0,03";"0,04";"0,04";"0,04";"0,04";
;"    Psychiatrie und Psychotherapie";"0,11";"0,17";"0,20";"0,19";"0,21";"0,21";"0,23";"0,25";"0,29";"0,33";"0,37";"0,38";"0,41";"0,45";"0,52";"0,56";"0,60";"0,61";"0,61";"0,64";"0,67";"0,71";
;"    Psychosomatische Medizin und Psychotherapie";"0,00";"0,04";"0,03";"0,04";"0,05";"0,05";"0,06";"0,06";"0,06";"0,06";"0,07";"0,08";"0,09";"0,11";"0,12";"0,13";"0,15";"0,14";"0,17";"0,17";"0,18";"0,18";
;"    Radiologie";"0,16";"0,20";"0,24";"0,24";"0,22";"0,23";"0,25";"0,27";"0,27";"0,28";"0,30";"0,36";"0,37";"0,38";"0,41";"0,44";"0,46";"0,49";"0,51";"0,50";"0,47";"0,47";
;"    Rechtsmedizin";"0,06";"0,08";"0,07";"0,07";"0,07";"0,07";"0,07";"0,07";"0,06";"0,06";"0,06";"0,06";"0,06";"0,05";"0,05";"0,05";"0,05";"0,05";"0,06";"0,06";"0,07";"0,07";
;"    Strahlentherapie";"0,01";"0,01";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,03";"0,03";"0,03";"0,03";"0,03";"0,03";"0,03";"0,04";"0,04";"0,04";"0,05";"0,05";
;"    Transfusionsmedizin";"0,07";"0,13";"0,12";"0,12";"0,12";"0,13";"0,14";"0,13";"0,13";"0,13";"0,14";"0,14";"0,15";"0,17";"0,16";"0,16";"0,16";"0,15";"0,16";"0,16";"0,15";"0,15";
;"    Urologie";"0,05";"0,08";"0,08";"0,09";"0,10";"0,10";"0,10";"0,11";"0,12";"0,12";"0,12";"0,14";"0,16";"0,16";"0,18";"0,20";"0,22";"0,22";"0,24";"0,26";"0,22";"0,24";
;"    Sonstige Gebiete";"0,08";"0,09";"0,10";"0,09";"0,09";"0,09";"0,09";"0,09";"0,08";"0,07";"0,06";"0,06";"0,06";"0,06";"0,05";"0,05";"0,04";"0,04";"0,04";"0,03";"0,03";"0,03";
;"    Ohne Gebiet";"8,04";"9,79";"10,67";"9,93";"8,67";"8,51";"8,52";"8,53";"8,10";"8,19";"8,04";"8,35";"8,54";"8,26";"8,58";"8,55";"8,57";"8,62";"8,45";"8,59";"8,60";"8,64";
"    Ohne ärztliche Tätigkeit";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"75,13";"86,17";"87,90";"90,74";"93,80";"97,27";"101,88";"106,66";"112,79";"116,31";"120,15";"124,37";"127,11";"129,04";"133,63";"137,01";"140,12";"142,77";"139,36";"142,55";"145,99";"148,45";
;"    Allgemeinmedizin";"9,33";"10,01";"10,61";"10,91";"11,33";"11,81";"12,25";"12,92";"14,13";"14,34";"14,83";"15,34";"15,80";"16,20";"16,85";"17,28";"17,81";"18,35";"18,35";"18,99";"19,67";"20,25";
;"    Anästhesiologie";"1,48";"1,99";"2,15";"2,43";"2,78";"3,08";"3,39";"3,68";"4,04";"4,35";"4,75";"5,08";"5,39";"5,61";"5,90";"6,11";"6,34";"6,58";"6,59";"6,86";"7,13";"7,43";
;"    Anatomie";"0,02";"0,04";"0,04";"0,04";"0,05";"0,05";"0,06";"0,06";"0,07";"0,07";"0,08";"0,09";"0,09";"0,10";"0,10";"0,11";"0,11";"0,10";"0,10";"0,10";"0,10";"0,10";
;"    Arbeitsmedizin";"0,83";"0,95";"1,02";"1,09";"1,13";"1,24";"1,29";"1,36";"1,51";"1,59";"1,67";"1,76";"1,79";"1,82";"1,88";"1,96";"1,99";"2,01";"1,96";"1,99";"2,05";"2,06";
;"    Augenheilkunde";"1,52";"1,81";"1,94";"2,00";"2,10";"2,19";"2,30";"2,44";"2,53";"2,68";"2,75";"2,90";"2,97";"3,02";"3,13";"3,19";"3,26";"3,31";"3,27";"3,36";"3,42";"3,48";
;"    Biochemie";"0,02";"0,03";"0,03";"0,03";"0,04";"0,04";"0,05";"0,05";"0,05";"0,05";"0,06";"0,06";"0,06";"0,06";"0,06";"0,07";"0,07";"0,06";"0,06";"0,07";"0,07";"0,07";
;"    Chirurgie";"4,54";"5,53";"5,79";"6,13";"6,49";"6,89";"7,31";"7,84";"8,32";"8,83";"9,31";"9,83";"10,13";"10,45";"10,91";"11,22";"11,57";"11,80";"11,65";"11,98";"12,44";"12,65";
;"    Frauenheilkunde und Geburtshilfe";"2,88";"3,66";"3,88";"4,14";"4,42";"4,80";"5,15";"5,53";"5,94";"6,22";"6,59";"6,88";"7,17";"7,37";"7,69";"7,85";"8,08";"8,22";"8,16";"8,35";"8,56";"8,75";
;"    Hals-Nasen-Ohrenheilkunde";"1,29";"1,51";"1,58";"1,63";"1,73";"1,84";"1,93";"1,97";"2,09";"2,18";"2,29";"2,40";"2,47";"2,47";"2,53";"2,54";"2,61";"2,63";"2,59";"2,60";"2,70";"2,69";
;"    Haut- und Geschlechtskrankheiten";"1,17";"1,40";"1,48";"1,49";"1,61";"1,70";"1,78";"1,88";"1,96";"2,08";"2,17";"2,23";"2,26";"2,30";"2,37";"2,41";"2,44";"2,45";"2,41";"2,46";"2,46";"2,49";
;"    Humangenetik";"0,01";"0,01";"0,01";"0,01";"0,01";"0,02";"0,03";"0,03";"0,04";"0,04";"0,05";"0,05";"0,05";"0,05";"0,05";"0,06";"0,07";"0,07";"0,06";"0,08";"0,08";"0,09";
;"    Hygiene und Umweltmedizin";"0,13";"0,17";"0,17";"0,19";"0,20";"0,20";"0,22";"0,23";"0,25";"0,27";"0,28";"0,29";"0,29";"0,29";"0,30";"0,31";"0,29";"0,30";"0,29";"0,29";"0,29";"0,29";
;"    Innere Medizin";"8,90";"10,46";"10,86";"11,42";"11,95";"12,44";"13,17";"13,90";"14,71";"15,36";"16,10";"16,72";"17,19";"17,53";"18,17";"18,63";"18,96";"19,27";"18,95";"19,36";"19,91";"20,14";
;"    Kinder- und Jugendmedizin";"3,50";"4,03";"4,21";"4,44";"4,75";"4,99";"5,40";"5,73";"6,05";"6,35";"6,70";"6,97";"7,21";"7,35";"7,60";"7,73";"7,83";"7,99";"7,85";"7,99";"8,16";"8,26";
;"    Kinder- und Jugendpsychiatrie und -psychotherapie";"0,11";"0,17";"0,17";"0,20";"0,25";"0,25";"0,28";"0,31";"0,34";"0,37";"0,39";"0,42";"0,44";"0,47";"0,49";"0,50";"0,53";"0,57";"0,56";"0,59";"0,66";"0,66";
;"    Laboratoriumsmedizin";"0,30";"0,35";"0,39";"0,39";"0,41";"0,43";"0,45";"0,47";"0,49";"0,50";"0,53";"0,54";"0,55";"0,56";"0,57";"0,57";"0,57";"0,57";"0,55";"0,56";"0,56";"0,56";
;"    Mikrobiologie, Virologie, Infektionsepidemiologie";"0,16";"0,21";"0,23";"0,26";"0,28";"0,30";"0,31";"0,32";"0,33";"0,36";"0,37";"0,39";"0,40";"0,41";"0,41";"0,44";"0,44";"0,43";"0,40";"0,40";"0,42";"0,40";
;"    Mund-Kiefer-Gesichtschirurgie";"0,18";"0,20";"0,22";"0,23";"0,23";"0,22";"0,24";"0,28";"0,34";"0,36";"0,37";"0,41";"0,42";"0,43";"0,46";"0,48";"0,50";"0,48";"0,48";"0,50";"0,50";"0,52";
;"    Nervenheilkunde";"1,54";"1,75";"1,82";"1,90";"2,00";"2,09";"2,21";"2,33";"2,47";"2,59";"2,72";"2,83";"2,89";"2,92";"3,04";"3,10";"3,12";"3,13";"3,03";"3,09";"3,12";"3,13";
;"    Neurochirurgie";"0,08";"0,11";"0,11";"0,12";"0,12";"0,14";"0,15";"0,17";"0,20";"0,22";"0,24";"0,28";"0,29";"0,31";"0,33";"0,34";"0,36";"0,37";"0,36";"0,38";"0,40";"0,42";
;"    Neurologie";"0,21";"0,28";"0,32";"0,32";"0,38";"0,41";"0,49";"0,53";"0,55";"0,58";"0,63";"0,65";"0,66";"0,68";"0,71";"0,76";"0,78";"0,79";"0,80";"0,86";"0,88";"0,97";
;"    Nuklearmedizin";"0,12";"0,16";"0,17";"0,20";"0,23";"0,25";"0,28";"0,29";"0,32";"0,33";"0,36";"0,38";"0,39";"0,39";"0,42";"0,43";"0,44";"0,45";"0,45";"0,47";"0,48";"0,49";
;"    Öffentliches Gesundheitswesen";"0,35";"0,42";"0,44";"0,48";"0,51";"0,56";"0,61";"0,65";"0,71";"0,73";"0,75";"0,80";"0,83";"0,86";"0,90";"0,92";"0,95";"0,94";"0,96";"0,97";"0,99";"1,00";
;"    Pathologie";"0,27";"0,34";"0,38";"0,40";"0,44";"0,49";"0,51";"0,57";"0,64";"0,69";"0,73";"0,76";"0,79";"0,80";"0,83";"0,82";"0,82";"0,83";"0,80";"0,82";"0,85";"0,85";
;"    Pharmakologie";"0,14";"0,19";"0,20";"0,21";"0,23";"0,25";"0,25";"0,29";"0,32";"0,33";"0,35";"0,36";"0,38";"0,38";"0,41";"0,41";"0,42";"0,40";"0,40";"0,41";"0,40";"0,40";
;"    Physikalische und Rehabilitative Medizin";"0,09";"0,19";"0,20";"0,23";"0,27";"0,31";"0,36";"0,41";"0,45";"0,49";"0,53";"0,58";"0,59";"0,65";"0,71";"0,73";"0,76";"0,81";"0,81";"0,87";"0,91";"0,93";
;"    Physiologie";"0,05";"0,06";"0,06";"0,06";"0,06";"0,06";"0,06";"0,07";"0,07";"0,08";"0,08";"0,09";"0,10";"0,10";"0,10";"0,10";"0,11";"0,10";"0,10";"0,11";"0,11";"0,10";
;"    Psychiatrie und Psychotherapie";"0,23";"0,38";"0,43";"0,50";"0,56";"0,63";"0,71";"0,76";"0,85";"0,92";"0,99";"1,06";"1,12";"1,18";"1,25";"1,35";"1,42";"1,51";"1,43";"1,53";"1,70";"1,81";
;"    Psychosomatische Medizin und Psychotherapie";"0,02";"0,11";"0,13";"0,17";"0,20";"0,26";"0,31";"0,36";"0,43";"0,49";"0,58";"0,68";"0,73";"0,80";"0,90";"0,97";"1,07";"1,13";"1,13";"1,21";"1,34";"1,39";
